# sampling proportion over age (year) (linear.sim_1_kappa_0_c1)
# Sampling proportion (psi/(mu+psi)) of model 'linear.sim_1_kappa_0_c1'
#
# linear.sim_1_kappa_0_c1
age	sampling_proportion
0	0.000757002271006813
0.00686569587829202	0.00075704948679674
0.013731391756584	0.000757096708476927
0.0205970876348761	0.000757143936048476
0.0274627835131681	0.000757191169512488
0.0343284793914601	0.000757238408870068
0.0411941752697521	0.000757285654122318
0.0480598711480441	0.000757332905270342
0.0549255670263362	0.000757380162315243
0.0617912629046282	0.000757427425258125
0.0686569587829202	0.000757474694100093
0.0755226546612122	0.000757521968842251
0.0823883505395042	0.000757569249485704
0.0892540464177962	0.000757616536031557
0.0961197422960883	0.000757663828480914
0.10298543817438	0.000757711126834883
0.109851134052672	0.000757758431094568
0.116716829930964	0.000757805741261076
0.123582525809256	0.000757853057335514
0.130448221687548	0.000757900379318987
0.13731391756584	0.000757947707212603
0.144179613444132	0.00075799504101747
0.151045309322424	0.000758042380734694
0.157911005200716	0.000758089726365384
0.164776701079008	0.000758137077910648
0.1716423969573	0.000758184435371593
0.178508092835592	0.00075823179874933
0.185373788713885	0.000758279168044966
0.192239484592177	0.000758326543259611
0.199105180470469	0.000758373924394374
0.205970876348761	0.000758421311450365
0.212836572227053	0.000758468704428694
0.219702268105345	0.000758516103330472
0.226567963983637	0.000758563508156809
0.233433659861929	0.000758610918908816
0.240299355740221	0.000758658335587603
0.247165051618513	0.000758705758194283
0.254030747496805	0.000758753186729968
0.260896443375097	0.000758800621195768
0.267762139253389	0.000758848061592797
0.274627835131681	0.000758895507922167
0.281493531009973	0.00075894296018499
0.288359226888265	0.00075899041838238
0.295224922766557	0.000759037882515451
0.302090618644849	0.000759085352585315
0.308956314523141	0.000759132828593087
0.315822010401433	0.000759180310539881
0.322687706279725	0.000759227798426811
0.329553402158017	0.000759275292254993
0.336419098036309	0.000759322792025541
0.343284793914601	0.000759370297739571
0.350150489792893	0.000759417809398197
0.357016185671185	0.000759465327002537
0.363881881549477	0.000759512850553706
0.370747577427769	0.000759560380052821
0.377613273306061	0.000759607915500998
0.384478969184353	0.000759655456899354
0.391344665062645	0.000759703004249008
0.398210360940937	0.000759750557551075
0.405076056819229	0.000759798116806674
0.411941752697521	0.000759845682016924
0.418807448575813	0.000759893253182942
0.425673144454105	0.000759940830305847
0.432538840332397	0.000759988413386759
0.439404536210689	0.000760036002426796
0.446270232088981	0.000760083597427078
